query_id,status,is_completed,judge_correct,judge_parse_error,search_calls,get_document_calls,total_tool_calls,budget_exhausted,actual_retrieval_searches,blocked_exact_duplicate_searches,unparsable_search_outputs,result_slots,unique_docids_seen,repeated_result_slots,repeated_result_slot_percent,zero_novelty_searches,low_novelty_searches_le_3_new,high_overlap_searches_ge_7_repeats,repeated_reasoning_events,max_exact_reasoning_repeat,retrieval_recall,citation_precision,citation_recall,explicit_cannot_determine,early_completed_before_budget,final_evidence_gap_signal,caveated_candidate_before_budget,productive_tool_calls,rejected_duplicate_calls,early_final_guard_triggered,early_final_recoveries,emergency_finalizer_attempted,emergency_finalizer_succeeded,retrieval_exclusions_applied,retrieval_fallback_applied,stagnation_guidance_count,model_confidence,gold_answer_literal_found_in_tool_output,extracted_answer_literal_found_in_tool_output,correct_answer,extracted_answer,run_file,eval_file
33,completed,True,True,False,12,3,15,False,12,0,0,120,62,58,48.3333,0,5,5,0,1,1.0,1.0,0.625,False,True,False,False,15,0,False,0,False,False,False,False,0,95.0,True,True,Australian,Australian,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_33.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_33_eval.json
36,completed,True,False,False,17,2,19,False,17,0,0,170,62,108,63.5294,0,11,11,0,1,0.9,1.0,0.4,False,True,False,False,19,0,False,0,False,False,False,False,0,80.0,False,True,AJ Auxerre,Anderlecht,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_36.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_36_eval.json
37,completed,True,False,False,16,5,21,False,16,0,0,160,65,95,59.375,0,10,10,0,1,0.0,0.0,0.0,False,True,False,False,21,0,False,0,False,False,False,False,0,50.0,False,True,Satoshi Tabata,Damianos Gavalas,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_37.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_37_eval.json
39,completed,True,False,False,14,0,14,False,14,0,0,140,40,100,71.4286,5,10,10,0,1,0.2222222222222222,1.0,0.1111111111111111,True,True,True,False,14,0,False,0,False,False,False,False,0,25.0,False,False,2,None,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_39.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_39_eval.json
468,completed,True,True,False,10,1,11,False,10,0,0,100,27,73,73.0,2,7,7,0,1,1.0,1.0,0.3333333333333333,False,True,False,False,11,0,False,0,False,False,False,False,0,95.0,True,True,XM598,XM598,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_468.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_468_eval.json
469,completed,True,False,False,24,0,24,True,18,6,0,180,47,133,73.8889,0,14,14,5,6,1.0,1.0,1.0,False,False,True,False,24,6,False,0,False,False,False,False,0,85.0,False,False,978-0197549704,9780593433449,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_469.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_469_eval.json
470,completed,True,False,False,11,1,12,False,11,0,0,110,57,53,48.1818,0,4,4,0,1,0.2,0.0,0.0,False,True,True,True,12,0,False,0,False,False,False,False,0,60.0,False,True,Timothy Barton Hayward,Sylvio R Bistafa,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_470.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_470_eval.json
471,completed,True,False,False,11,2,13,False,11,0,0,110,57,53,48.1818,2,3,3,0,1,1.0,1.0,0.8,True,True,True,False,13,0,False,0,False,False,False,False,0,0.0,False,False,Scott A. Ebers ,None,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_471.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_471_eval.json
472,completed,True,True,False,10,1,11,False,10,0,0,100,53,47,47.0,0,3,3,0,1,0.8,1.0,0.4,False,True,False,False,11,0,False,0,False,False,False,False,0,95.0,True,True,Saturna,Saturna,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_472.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_472_eval.json
473,completed,True,False,False,15,1,16,False,15,0,0,150,77,73,48.6667,1,3,3,5,6,1.0,0.0,0.0,False,True,False,False,16,0,False,0,False,False,False,False,0,85.0,False,False,28 October 2014,"October 27, 2004",C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_473.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_473_eval.json
478,completed,True,True,False,4,2,6,False,4,0,0,40,33,7,17.5,0,0,0,0,1,0.8,1.0,0.6,False,True,False,False,6,0,False,0,False,False,False,False,0,100.0,False,False,"Eldorado Stadium; December 6, 2019","Eldorado Stadium, December 6, 2019",C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_478.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_478_eval.json
480,completed,True,True,False,3,1,4,False,3,0,0,30,22,8,26.6667,0,0,0,0,1,0.875,1.0,0.25,False,True,False,False,4,0,False,0,False,False,False,False,0,95.0,True,True,Sukhumvit Soi 23,Sukhumvit Soi 23,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_480.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_480_eval.json
481,completed,True,True,False,12,1,13,False,12,0,0,120,30,90,75.0,4,10,10,0,1,0.6,0.5,0.2,False,True,False,False,13,0,False,0,False,False,False,False,0,85.0,False,False,"1986, Portugal","1986, Portugal",C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_481.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_481_eval.json
483,completed,True,False,False,6,1,7,False,6,0,0,60,38,22,36.6667,0,2,2,0,1,1.0,0.8,0.6666666666666666,False,True,True,True,7,0,False,0,False,False,False,False,0,95.0,True,True,Officina Profumo-Farmaceutica,Foundry of His Royal Highness,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_483.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_483_eval.json
484,completed,True,False,False,24,0,24,True,22,2,0,220,45,175,79.5455,8,18,18,4,5,0.6666666666666666,0.0,0.0,False,False,False,False,24,2,False,0,False,False,False,False,0,85.0,False,False,A Dialogue about the Impacts of Mass Digitization Projects. Symposium paper on Scholarship and Libraries in Transition. ,The African Library and Information System,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_484.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_484_eval.json
485,completed,True,False,False,17,1,18,False,17,0,0,170,57,113,66.4706,1,12,12,0,1,0.5714285714285714,0.5,0.14285714285714285,False,True,False,False,18,0,False,0,False,False,False,False,0,50.0,True,False,Michael ,Mark,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_485.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_485_eval.json
486,completed,True,False,False,15,1,16,False,15,0,0,150,81,69,46.0,0,6,6,0,1,0.36363636363636365,0.25,0.09090909090909091,False,True,False,False,16,0,False,0,False,False,False,False,0,85.0,False,False,"109, EURO 2016","87, Russian Premier League",C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_486.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_486_eval.json
487,completed,True,False,False,15,0,15,False,15,0,0,150,75,75,50.0,3,6,6,0,1,0.09090909090909091,0.0,0.0,True,True,True,False,15,0,False,0,False,False,False,False,0,40.0,False,False,Edward Norton,None,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_487.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_487_eval.json
490,completed,True,False,False,17,0,17,False,17,0,0,170,81,89,52.3529,1,6,6,0,1,0.25,0.0,0.0,True,True,True,False,17,0,False,0,False,False,False,False,0,0.0,False,False,Trudy Bronner,None,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_490.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_490_eval.json
491,completed,True,True,False,12,1,13,False,12,0,0,120,66,54,45.0,0,4,4,0,1,0.5714285714285714,1.0,0.2857142857142857,False,True,False,False,13,0,False,0,False,False,False,False,0,95.0,True,True,Duman,Duman,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_491.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_491_eval.json
493,completed,True,False,False,11,1,12,False,11,0,0,110,44,66,60.0,1,5,5,0,1,0.16666666666666666,0.0,0.0,False,True,False,False,12,0,False,0,False,False,False,False,0,90.0,True,True,Asamoah Gyan ,Benni McCarthy,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_493.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_493_eval.json
494,completed,True,False,False,24,0,24,True,15,9,0,150,77,73,48.6667,0,5,5,11,8,0.0,0.0,0.0,True,False,True,False,24,9,False,0,False,False,False,False,0,30.0,False,False,Armando Vega,None,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_494.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_494_eval.json
495,completed,True,False,False,15,2,17,False,15,0,0,150,63,87,58.0,3,6,6,0,1,0.0,0.0,0.0,False,True,True,True,17,0,False,0,False,False,False,False,0,70.0,False,False,"2015, Ayoyinka","2015, Mbaya",C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_495.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_495_eval.json
496,completed,True,False,False,10,0,10,False,10,0,0,100,44,56,56.0,0,6,6,0,1,0.8,0.6666666666666666,0.4,False,True,False,False,10,0,False,0,False,False,False,False,0,95.0,False,True,B.O.B.,Chakan: The Forever Man,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_496.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_496_eval.json
497,completed,True,False,False,10,1,11,False,10,0,0,100,55,45,45.0,0,3,3,0,1,0.1111111111111111,1.0,0.1111111111111111,False,True,False,False,11,0,False,0,False,False,False,False,0,70.0,True,True,Shafeer Sait,Safir Seth,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_497.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_497_eval.json
498,completed,True,True,False,11,1,12,False,11,0,0,110,47,63,57.2727,0,5,5,0,1,0.4,1.0,0.4,False,True,True,True,12,0,False,0,False,False,False,False,0,90.0,True,True,Singh Is Bliing.,Singh Is Bliing,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_498.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_498_eval.json
499,completed,True,True,False,13,2,15,False,13,0,0,130,53,77,59.2308,2,7,7,0,1,0.7142857142857143,1.0,0.5714285714285714,False,True,True,True,15,0,False,0,False,False,False,False,0,90.0,True,True,Verity,Verity,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_499.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_499_eval.json
500,completed,True,True,False,4,1,5,False,4,0,0,40,21,19,47.5,0,1,1,0,1,0.4,1.0,0.2,False,True,False,False,5,0,False,0,False,False,False,False,0,95.0,True,True,Fort Santiago,Fort Santiago,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_500.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_500_eval.json
501,completed,True,False,False,24,0,24,True,24,0,0,240,118,122,50.8333,1,9,9,0,1,0.6666666666666666,1.0,0.3333333333333333,False,False,False,False,24,0,False,0,False,False,False,False,0,90.0,True,False,Accelerated evolution of SARS-CoV-2 in free-ranging white-tailed deer,The Role of the Gut Microbiome in the Pathogenesis of COVID-19,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_501.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_501_eval.json
502,completed,True,True,False,8,1,9,False,8,0,0,80,44,36,45.0,0,2,2,0,1,1.0,1.0,0.5,False,True,False,False,9,0,False,0,False,False,False,False,0,95.0,True,True,Tobin Sprout - Serial Killer,Serial Killer,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_502.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_502_eval.json
503,completed,True,True,False,17,2,19,False,17,0,0,170,68,102,60.0,1,8,8,0,1,0.8,1.0,0.6,False,True,False,False,19,0,False,0,False,False,False,False,0,95.0,True,True,Winky,Winky,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_503.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_503_eval.json
505,completed,True,False,False,20,1,21,False,20,0,0,200,90,110,55.0,2,8,8,0,1,0.375,1.0,0.25,False,True,False,False,21,0,False,0,False,False,False,False,0,90.0,False,False,Max Mazanov,Jesse Adams,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_505.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_505_eval.json
506,completed,True,True,False,4,2,6,False,4,0,0,40,27,13,32.5,0,0,0,0,1,1.0,1.0,1.0,False,True,False,False,6,0,False,0,False,False,False,False,0,100.0,True,False,Patision Avenue,Leoforos Patision (Patision Avenue),C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_506.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_506_eval.json
507,completed,True,False,False,24,0,24,True,11,13,0,110,54,56,50.9091,2,4,4,10,11,0.3333333333333333,0.0,0.0,False,False,False,False,24,13,False,0,False,False,False,False,0,85.0,False,True,Running Wild,Alice Cooper,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_507.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_507_eval.json
509,completed,True,False,False,10,1,11,False,10,0,0,100,69,31,31.0,0,3,3,0,1,0.625,1.0,0.125,False,True,False,False,11,0,False,0,False,False,False,False,0,100.0,True,False,Sacrofanite,Sacrofanoite,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_509.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_509_eval.json
511,completed,True,True,False,11,1,12,False,11,0,0,110,47,63,57.2727,3,5,5,0,1,0.4,1.0,0.4,False,True,False,False,12,0,False,0,False,False,False,False,0,95.0,True,True,Rosenfeld,Rosenfeld,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_511.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_511_eval.json
512,completed,True,False,False,16,0,16,False,16,0,0,160,18,142,88.75,10,15,15,1,2,0.16666666666666666,0.0,0.0,False,True,False,False,16,0,False,0,False,False,False,False,0,65.0,True,False,Sam Curran,Yasir Shah,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_512.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_512_eval.json
513,completed,True,True,False,15,2,17,False,15,0,0,150,79,71,47.3333,1,4,4,0,1,0.8571428571428571,1.0,0.42857142857142855,False,True,False,False,17,0,False,0,False,False,False,False,0,85.0,True,True,Ralph Bronner ,Ralph Bronner,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_513.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_513_eval.json
514,completed,True,False,False,10,1,11,False,10,0,0,100,68,32,32.0,1,1,1,0,1,0.8571428571428571,1.0,0.42857142857142855,False,True,False,False,11,0,False,0,False,False,False,False,0,95.0,True,True,Maximilian Josef Sommer,Josef Sommer,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_514.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_514_eval.json
515,completed,True,True,False,24,0,24,True,24,0,0,240,105,135,56.25,0,12,12,0,1,0.5,1.0,0.375,False,False,True,False,24,0,False,0,False,False,False,False,0,90.0,False,False,Paper and Watermark Museum,Paper and Watermark Museum,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_515.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_515_eval.json
516,completed,True,False,False,1,1,2,False,1,0,0,10,10,0,0.0,0,0,0,0,1,0.16666666666666666,1.0,0.16666666666666666,False,True,False,False,2,0,False,0,False,False,False,False,0,100.0,True,True,Sacred Heart High School,Sacred Heart High School Hammersmith,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_516.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_516_eval.json
517,completed,True,True,False,14,1,15,False,14,0,0,140,80,60,42.8571,0,6,6,1,2,0.625,1.0,0.375,False,True,False,False,15,0,False,0,False,False,False,False,0,95.0,True,True,Peter King,Peter King,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_517.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_517_eval.json
519,completed,True,False,False,8,1,9,False,8,0,0,80,49,31,38.75,1,2,2,0,1,0.7142857142857143,1.0,0.7142857142857143,False,True,True,True,9,0,False,0,False,False,False,False,0,95.0,True,True,Glafkos Clerides: The Path of a Country,Glafcos Clerides: The Path of a Country,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_519.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_519_eval.json
520,completed,True,False,False,19,1,20,False,19,0,0,190,83,107,56.3158,0,9,9,0,1,0.4,0.0,0.0,True,True,True,False,20,0,False,0,False,False,False,False,0,0.0,True,False,Mahmoud Darwish,None,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_520.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_520_eval.json
521,completed,True,False,False,6,1,7,False,6,0,0,60,51,9,15.0,0,0,0,0,1,0.5555555555555556,1.0,0.3333333333333333,False,True,False,False,7,0,False,0,False,False,False,False,0,95.0,True,True,Chop Sock Chooks Bang Bang Bang Bang,"Kung-Fu chickens get there on the Double (Ch-Ch-Ch-Chop, Chop Socky Chooks)",C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_521.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_521_eval.json
523,completed,True,False,False,24,0,24,True,11,13,0,110,42,68,61.8182,1,6,6,13,12,0.4,0.6,0.3,False,False,False,False,24,13,False,0,False,False,False,False,0,95.0,True,True,Revele Films,Revele Film Productions,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_523.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_523_eval.json
524,completed,True,True,False,9,1,10,False,9,0,0,90,32,58,64.4444,3,5,5,0,1,0.75,1.0,0.25,False,True,True,True,10,0,False,0,False,False,False,False,0,95.0,True,True,Pitney Bowes,Pitney Bowes,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_524.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_524_eval.json
525,completed,True,False,False,21,0,21,False,21,0,0,210,70,140,66.6667,1,15,15,0,1,0.5555555555555556,1.0,0.2222222222222222,True,True,True,False,21,0,False,0,False,False,False,False,0,30.0,False,False,Seek God Everywhere: Reflections on the Spiritual Exercises of St. Ignatius,None,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_525.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_525_eval.json
527,completed,True,False,False,12,1,13,False,12,0,0,120,73,47,39.1667,0,2,2,0,1,0.5714285714285714,1.0,0.14285714285714285,False,True,False,False,13,0,False,0,False,False,False,False,0,85.0,False,False,Three Months,5,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_527.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_527_eval.json
528,completed,True,True,False,8,1,9,False,8,0,0,80,41,39,48.75,0,1,1,0,1,0.14285714285714285,1.0,0.14285714285714285,False,True,False,False,9,0,False,0,False,False,False,False,0,90.0,True,True,Dina El Wedidi,Dina El Wedidi,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_528.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_528_eval.json
529,completed,True,True,False,9,0,9,False,9,0,0,90,53,37,41.1111,0,2,2,0,1,0.5,1.0,0.3333333333333333,False,True,False,False,9,0,False,0,False,False,False,False,0,90.0,False,False,Njelic & De Mthuda,De Mthuda and Njelic,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_529.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_529_eval.json
530,completed,True,True,False,2,0,2,False,2,0,0,20,18,2,10.0,0,0,0,0,1,0.375,1.0,0.25,False,True,False,False,2,0,False,0,False,False,False,False,0,100.0,False,False,"Tuesday, January 14","Tuesday, January 14",C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_530.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_530_eval.json
532,completed,True,False,False,7,2,9,False,7,0,0,70,44,26,37.1429,0,1,1,0,1,0.5,1.0,0.5,False,True,False,False,9,0,False,0,False,False,False,False,0,95.0,True,True,Hartlepool United,Hartlepools United,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_532.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_532_eval.json
533,completed,True,True,False,6,1,7,False,6,0,0,60,28,32,53.3333,0,3,3,0,1,0.4,1.0,0.4,False,True,False,False,7,0,False,0,False,False,False,False,0,95.0,True,True,Yazan Haifawi,Yazan Haifawi,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_533.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_533_eval.json
534,completed,True,True,False,16,1,17,False,16,0,0,160,58,102,63.75,3,10,10,0,1,0.6666666666666666,1.0,0.5555555555555556,False,True,False,False,17,0,False,0,False,False,False,False,0,85.0,True,True,Florian Mussgnug,Florian Mussgnug,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_534.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_534_eval.json
535,completed,True,True,False,6,4,10,False,6,0,0,60,29,31,51.6667,0,3,3,0,1,1.0,1.0,0.7142857142857143,False,True,False,False,10,0,False,0,False,False,False,False,0,85.0,True,True,Bantry General Hospital,Bantry General Hospital,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_535.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_535_eval.json
537,completed,True,False,False,15,2,17,False,15,0,0,150,52,98,65.3333,2,10,10,0,1,0.16666666666666666,0.0,0.0,True,True,True,False,17,0,False,0,False,False,False,False,0,0.0,False,False,Cory Monteith,None,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_537.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_537_eval.json
